plate,state,license_type,summons_number,issue_date,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,summons_image,judgment_entry_date,violation_status
82126MD,NY,COM,8511717614,06/02/2017,08:55A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,25.0,40.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hPZWxsNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
71361ME,NY,COM,8477139386,09/14/2017,02:35P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,15.0,100.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wNTZSWHBQVkUwMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
85941MD,NY,COM,8529706675,04/12/2017,03:11P,SAFETY ZONE,115.0,0.0,0.0,10.0,105.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPYWxrelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
FCZ5701,NY,PAS,8529706791,04/13/2017,12:34P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPYW1NMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
75807MH,NY,COM,8485820812,06/21/2017,07:19A,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,25.0,40.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOUkdkNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
GWU4710,NY,PAS,8511851630,02/21/2017,09:12A,REG. STICKER-EXPIRED/MISSING,65.0,10.0,0.0,0.0,75.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZOVkZsNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EBG7029,NY,PAS,8511851811,02/22/2017,08:44A,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZOVkdkNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING ADJOURNMENT
41907MH,NY,COM,8485820733,06/20/2017,12:06P,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOUkdONlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FZE2107,NY,PAS,7499704956,10/19/2015,11:41A,NO PARKING-STREET CLEANING,45.0,60.0,6.45,0.05,111.4,0.0,50.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk5VOVVZM2RPUkdzeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",04/07/2016,HEARING HELD-GUILTY
HCE6555,NY,PAS,7699970883,01/17/2016,08:43A,REG. STICKER-EXPIRED/MISSING,65.0,60.0,9.22,0.15,134.07,0.0,66.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wWk5VOVVhek5OUkdjMFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05/05/2016,
GLP2994,NY,PAS,8048776789,12/31/2015,12:17P,REG. STICKER-EXPIRED/MISSING,65.0,60.0,10.96,0.0,135.96,0.0,70.0,K,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk1FOUVZek5PYW1NMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04/21/2016,
ISWK35,FL,PAS,4645834277,05/18/2018,06:18A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,25.0,0.0,0.0,75.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVrelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GWU3211,NY,PAS,5103351511,09/09/2018,04:28P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZUVEZOVkZWNFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
JBB4825,NY,PAS,4009472844,09/25/2018,06:03P,BUS LANE VIOLATION,115.0,25.0,0.0,0.0,140.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYW1jd1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
4H88A,NY,OMT,8755414187,09/06/2019,11:57A,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,43.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVVWGhPUkVVMFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T729763C,NY,OMT,4645834289,05/18/2018,06:23A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVrMFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
16339MJ,NY,COM,8497310500,05/11/2017,04:21P,NO STANDING-DAY/TIME LIMITS,115.0,0.0,0.0,0.0,115.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZUWGhOUkZWM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
HSM1819,NY,PAS,8511718369,06/07/2017,08:50A,FRONT OR BACK PLATE MISSING,65.0,0.0,0.0,0.0,65.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkUweVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GWF1087,NY,PAS,8523522578,05/15/2017,11:54A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,44.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOYWxVelQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GJH4928,NY,PAS,5096313591,05/06/2017,08:34A,FAILURE TO STOP AT RED LIGHT,50.0,25.0,2.05,0.06,76.99,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGhOZWxVMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
75815JW,NY,COM,8529706870,04/13/2017,01:15P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPYW1jelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
AT456H,NJ,PAS,8511852505,02/27/2017,09:43A,EXPIRED MUNI METER,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZOYWxWM1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
ALU3034,NY,PAS,8529706900,04/13/2017,02:01P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPYW10M1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GMB1907,NY,PAS,8529706821,04/13/2017,12:51P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,35.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPYW1kNVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
HEK8109,NY,PAS,8529706882,04/13/2017,01:16P,EXPIRED MUNI METER,35.0,0.0,0.0,0.0,35.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPYW1jMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
11773JZ,NY,COM,8074052163,10/26/2016,01:47P,EXPIRED MUNI METER,65.0,0.0,0.0,65.0,0.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYWtVeVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
CST3911,NJ,PAS,8074052310,10/26/2016,04:48P,NO STANDING-BUS STOP,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYWsxNFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
0596TV,FL,PAS,8204537141,06/03/2016,02:19P,NO STANDING-DAY/TIME LIMITS,115.0,60.0,1.59,0.04,176.55,0.0,108.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmQwNUVWWHBPZWtVd1RWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",09/22/2016,
31690BB,NY,999,1424452338,09/21/2017,01:47A,PARKED BUS-EXC. DESIG. AREA,45.0,0.0,0.0,45.0,0.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOYWsxNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,ADMIN CLAIM GRANTED
31690BB,NY,999,1424452340,09/21/2017,01:47A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,60.0,0.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOYWswd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,ADMIN CLAIM GRANTED
FFZ6553,NY,PAS,8755414771,09/10/2019,10:29A,FRONT OR BACK PLATE MISSING,65.0,0.0,0.0,0.0,65.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVVWGhPUkdNelRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HBB6026,NC,PAS,8755524229,09/04/2019,08:29A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,28.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVWWGxPUkVsNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
EUE7775,NY,PAS,4645834290,05/18/2018,06:34A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkVrMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
PINOYRN,NY,SRF,4645834319,05/18/2018,06:51A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkUxNFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
34653MD,NY,COM,8477139404,09/14/2017,02:42P,FAIL TO DISP. MUNI METER RECPT,65.0,0.0,0.0,37.0,28.0,0.0,14.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk0wNTZSWHBQVkZGM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
XEKX91,NJ,PAS,8497310688,05/12/2017,04:29P,NO STANDING-DAY/TIME LIMITS,115.0,10.0,0.0,0.0,125.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZUWGhOUkZrMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
12577JT,NY,COM,8485820885,06/21/2017,09:57A,EXPIRED MUNI MTR-COMM MTR ZN,65.0,0.0,0.0,65.0,0.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FNVVaM2xOUkdjMFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
K18GWK,NJ,PAS,8497066194,06/18/2017,10:28A,FIRE HYDRANT,115.0,0.0,0.0,0.0,115.0,0.0,10.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5VNTZRVEpPYWtVMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
2K11B,NY,OMT,8074052382,10/26/2016,05:48P,FAIL TO DSPLY MUNI METER RECPT,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYWswMFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
DNF7086,NY,PAS,7471421435,01/01/2009,,,,,,,,,,,,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VG5wUk0wMVVVWGxOVkZGNlRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
216WTU,CT,PAS,8480044391,07/30/2017,08:39A,NO STANDING-DAY/TIME LIMITS,115.0,60.0,0.0,30.0,145.0,0.0,13.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSUk5FMUVRVEJPUkUwMVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
HZL2241,NY,OMS,5103517486,09/16/2018,04:35P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,ST,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZWWGhPZWxFMFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
20812ME,NY,COM,8511852840,02/28/2017,10:43A,FAIL TO DSPLY MUNI METER RECPT,65.0,10.0,0.0,0.0,75.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZOYW1jd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
22329MB,NY,COM,8074052540,10/27/2016,04:26P,FIRE HYDRANT,115.0,0.0,0.0,10.0,105.0,0.0,26.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYWxVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
T773742C,NY,OMT,5103517498,09/16/2018,04:36P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,MN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZWWGhPZWxFMVQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FFV2835,NY,PAS,8074052400,10/27/2016,12:59P,DOUBLE PARKING,115.0,0.0,0.0,0.0,115.0,0.0,26.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYWxGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
BLU8587,GA,PAS,4645834332,05/18/2018,06:57A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkUxNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T703693C,NY,OMT,4645834356,05/18/2018,06:59A,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BX,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNVVaM3BPUkUweFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GZD9321,NY,PAS,8755524254,09/04/2019,08:31A,NO PARKING-DAY/TIME LIMITS,60.0,0.0,0.0,0.0,60.0,0.0,28.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVWWGxPUkVreFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
T619800C,NY,OMT,4646074620,05/25/2018,01:56P,PHTO SCHOOL ZN SPEED VIOLATION,50.0,0.0,0.0,0.0,50.0,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1FNXFRVE5PUkZsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
XDBM32,NJ,PAS,8501341800,10/30/2018,02:10P,DOUBLE PARKING-MIDTOWN COMML,115.0,10.0,0.0,0.0,125.0,0.0,18.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmQwMVVUVEJOVkdkM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HHT8688,NY,PAS,5096314923,05/06/2017,10:27A,FAILURE TO STOP AT RED LIGHT,50.0,25.0,1.67,0.0,76.67,0.0,0.0,BK,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSQk5VNXFUWGhPUkd0NVRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08/03/2017,
HNJ5365,NY,PAS,8228546919,03/31/2017,09:06A,NO PARKING-STREET CLEANING,45.0,60.0,1.0,0.1,105.9,0.0,104.0,Q,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSSmVVOUVWVEJPYW10NFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07/20/2017,
91941JW,NY,COM,8511718540,06/08/2017,09:00A,NO PARKING-DAY/TIME LIMITS,65.0,0.0,0.0,65.0,0.0,0.0,24.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVZM2hQUkZVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
16238TC,NY,TRC,8512843639,06/12/2018,11:08A,NO STOPPING-DAY/TIME LIMITS,115.0,0.0,0.0,23.0,92.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMXFaekJOZWxsNlQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HXN8414,NY,PAS,4009472856,09/25/2018,06:04P,BUS LANE VIOLATION,115.0,0.0,0.0,0.0,115.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSQmQwOVVVVE5OYW1jeFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HYK2385,NY,PAS,5103517504,09/16/2018,04:37P,FAILURE TO STOP AT RED LIGHT,50.0,0.0,0.0,0.0,50.0,0.0,0.0,QN,DEPARTMENT OF TRANSPORTATION,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSRmQwMTZWWGhPZWxWM1RrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
HKM5424,NY,PAS,8523522736,05/16/2017,08:09A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOYW1ONlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
24787JZ,NY,COM,8523522888,05/16/2017,10:04A,FAIL TO DISP. MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOYW1jMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
83421MH,NY,COM,8529707140,04/14/2017,01:34P,DOUBLE PARKING,115.0,0.0,0.0,115.0,0.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPZWtVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
62926JM,NY,COM,8529707151,04/14/2017,01:41P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,15.0,20.0,0.0,49.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVOVVZM2RPZWtVeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
24873JZ,NY,COM,8523522890,05/16/2017,10:08A,FIRE HYDRANT,115.0,0.0,0.0,10.0,105.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOYW1jMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY REDUCTION
HGR3993,NY,PAS,8523522827,05/16/2017,09:30A,NO PARKING-STREET CLEANING,45.0,0.0,0.0,0.0,45.0,0.0,46.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVMTZWWGxOYW1kNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GWU4710,NY,PAS,8511853133,03/02/2017,09:15A,REG. STICKER-EXPIRED/MISSING,65.0,0.0,0.0,0.0,65.0,0.0,20.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFMVVaekZOZWtWNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-GUILTY
FTW5063,NY,PAS,8074052795,10/31/2016,01:36P,FAIL TO DSPLY MUNI METER RECPT,35.0,0.0,0.0,0.0,35.0,0.0,25.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYW1NMVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
EJH4944,NY,PAS,8074052618,10/28/2016,01:51P,EXPIRED MUNI METER,65.0,0.0,0.0,0.0,65.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSQk0wNUVRVEZOYWxsNFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING PENDING
T644979C,NY,OMT,8308027490,07/26/2016,07:46A,NO PARKING-STREET CLEANING,45.0,30.0,0.0,75.0,0.0,0.0,40.0,BX,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSTmQwOUVRWGxPZWxFMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
GRA6141,NY,PAS,1424452594,09/24/2017,02:25A,CROSSWALK,115.0,0.0,0.0,0.0,115.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOYWxVMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
GMH8898,NY,PAS,1424450974,09/10/2017,06:37A,OBSTRUCTING DRIVEWAY,95.0,0.0,0.0,0.0,95.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOUkdzelRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
CCOOLING,99,COM,1424452545,09/23/2017,01:25A,NGHT PKG ON RESID STR-COMM VEH,65.0,10.0,0.0,75.0,0.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOYWxVd1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,HEARING HELD-NOT GUILTY
43106MC,NY,COM,8755524503,09/05/2019,08:40A,BIKE LANE,115.0,0.0,0.0,0.0,115.0,0.0,19.0,NY,TRAFFIC,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VNVVWWGxPUkZWM1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
FJZ4620,NY,PAS,1424451036,09/06/2017,08:55A,CROSSWALK,115.0,10.0,0.0,0.0,125.0,0.0,66.0,K,POLICE DEPARTMENT,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUmVVNUVVVEZOVkVGNlRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",,
